iter	Passed	Remaining
157	847	4517
158	852	4507
159	857	4499
160	861	4491
161	867	4484
162	871	4475
163	876	4465
164	880	4456
165	885	4448
166	890	4440
167	894	4430
168	898	4419
169	903	4409
170	907	4399
171	911	4390
172	916	4380
173	920	4370
174	925	4362
175	929	4353
176	934	4345
177	939	4336
178	943	4327
179	948	4319
180	952	4311
181	957	4305
182	962	4296
183	967	4289
184	971	4281
185	976	4273
186	981	4265
187	985	4257
188	990	4249
189	994	4239
190	998	4231
191	1003	4224
192	1008	4217
193	1013	4210
194	1017	4201
195	1022	4195
196	1026	4186
197	1031	4179
198	1036	4171
199	1040	4163
200	1045	4155
201	1049	4146
202	1054	4138
203	1058	4129
204	1063	4123
205	1067	4115
206	1072	4107
207	1077	4101
208	1081	4093
209	1085	4084
210	1090	4077
211	1094	4069
212	1099	4062
213	1103	4054
214	1108	4047
215	1113	4041
216	1117	4033
217	1121	4024
218	1126	4016
219	1130	4009
220	1135	4001
221	1139	3994
222	1144	3988
223	1149	3980
224	1153	3973
225	1157	3965
226	1162	3958
227	1166	3950
228	1171	3943
229	1176	3937
230	1180	3928
231	1184	3921
232	1188	3913
233	1193	3905
234	1197	3898
235	1201	3890
236	1206	3884
237	1210	3876
238	1214	3868
239	1219	3861
240	1223	3853
241	1228	3846
242	1232	3838
243	1236	3831
244	1240	3824
245	1245	3817
246	1250	3811
247	1254	3803
248	1259	3797
249	1263	3790
250	1267	3782
251	1272	3776
252	1276	3768
253	1280	3761
254	1285	3755
255	1289	3748
256	1294	3743
257	1298	3735
258	1303	3729
259	1308	3723
260	1312	3715
261	1316	3709
262	1320	3701
263	1325	3695
264	1330	3688
265	1334	3681
266	1339	3676
267	1344	3670
268	1348	3665
269	1353	3658
270	1357	3651
271	1361	3645
272	1366	3639
273	1371	3632
274	1375	3626
275	1380	3620
276	1385	3615
277	1389	3609
278	1394	3602
279	1398	3596
280	1403	3591
281	1408	3586
282	1413	3580
283	1417	3573
284	1422	3568
285	1426	3562
286	1431	3555
287	1435	3549
288	1440	3542
289	1444	3536
290	1449	3530
291	1453	3524
292	1457	3517
293	1462	3512
294	1466	3505
295	1471	3500
296	1476	3495
297	1481	3490
298	1486	3485
299	1490	3478
300	1494	3471
301	1499	3465
302	1504	3460
303	1508	3454
304	1513	3448
305	1517	3442
306	1522	3436
307	1526	3430
308	1531	3425
309	1536	3419
310	1540	3413
311	1545	3407
312	1549	3401
313	1554	3395
314	1558	3389
315	1563	3383
316	1567	3376
317	1571	3370
318	1575	3363
319	1580	3357
320	1584	3352
321	1589	3346
322	1593	3339
323	1598	3334
324	1602	3328
325	1607	3322
326	1611	3317
327	1616	3310
328	1620	3305
329	1625	3299
330	1629	3292
331	1633	3285
332	1637	3280
333	1642	3274
334	1646	3268
335	1650	3262
336	1655	3256
337	1660	3251
338	1664	3246
339	1669	3240
340	1674	3235
341	1678	3229
342	1683	3223
343	1687	3217
344	1691	3211
345	1696	3205
346	1699	3199
347	1704	3193
348	1708	3187
349	1713	3181
350	1717	3175
351	1721	3169
352	1725	3163
353	1730	3157
354	1734	3150
355	1739	3146
356	1743	3140
357	1747	3134
358	1751	3128
359	1756	3121
360	1760	3116
361	1765	3111
362	1769	3105
363	1774	3100
364	1779	3095
365	1784	3090
366	1788	3084
367	1792	3078
368	1797	3073
369	1802	3068
370	1806	3063
371	1811	3058
372	1816	3052
373	1820	3047
374	1824	3040
375	1829	3035
376	1833	3029
377	1837	3024
378	1842	3018
379	1846	3013
380	1851	3007
381	1855	3001
382	1860	2996
383	1864	2990
384	1868	2985
385	1873	2979
386	1877	2974
387	1882	2969
388	1886	2963
389	1891	2958
390	1896	2953
391	1900	2947
392	1905	2942
393	1910	2938
394	1915	2933
395	1919	2928
396	1924	2922
397	1928	2917
398	1932	2911
399	1937	2906
400	1941	2900
401	1946	2895
402	1950	2889
403	1955	2884
404	1960	2879
405	1964	2873
406	1968	2868
407	1973	2862
408	1977	2857
409	1982	2852
410	1987	2848
411	1992	2843
412	1997	2838
413	2001	2833
414	2006	2828
415	2011	2824
416	2016	2818
417	2020	2813
418	2025	2808
419	2029	2803
420	2034	2798
421	2039	2793
422	2043	2787
423	2048	2782
424	2053	2777
425	2057	2772
426	2062	2767
427	2066	2761
428	2070	2756
429	2075	2751
430	2080	2746
431	2084	2740
432	2088	2735
433	2093	2730
434	2097	2724
435	2102	2720
436	2107	2715
437	2112	2709
438	2116	2704
439	2121	2699
440	2125	2694
441	2129	2688
442	2134	2683
443	2139	2678
444	2143	2673
445	2148	2668
446	2153	2663
447	2157	2657
448	2161	2652
449	2166	2647
450	2170	2642
451	2175	2637
452	2179	2631
453	2183	2626
454	2188	2621
455	2192	2615
456	2197	2610
457	2202	2606
458	2206	2601
459	2211	2596
460	2216	2591
461	2220	2585
462	2224	2580
463	2228	2574
464	2233	2569
465	2237	2564
466	2241	2558
467	2245	2553
468	2250	2548
469	2255	2543
470	2260	2538
471	2264	2533
472	2268	2527
473	2273	2522
474	2277	2517
475	2282	2512
476	2286	2506
477	2290	2501
478	2294	2496
479	2299	2491
480	2304	2486
481	2308	2481
482	2313	2476
483	2318	2471
484	2322	2466
485	2327	2461
486	2331	2455
487	2335	2450
488	2340	2445
489	2344	2440
490	2349	2435
491	2353	2429
492	2357	2424
493	2362	2419
494	2366	2414
495	2371	2409
496	2376	2404
497	2380	2400
498	2385	2394
499	2389	2389
500	2394	2384
501	2398	2379
502	2403	2374
503	2407	2369
504	2412	2364
505	2416	2359
506	2420	2353
507	2425	2348
508	2430	2344
509	2434	2339
510	2439	2334
511	2443	2329
512	2448	2324
513	2452	2319
514	2457	2313
515	2461	2308
516	2466	2304
517	2470	2299
518	2475	2294
519	2480	2289
520	2484	2284
521	2488	2278
522	2493	2273
523	2497	2268
524	2501	2263
525	2506	2258
526	2511	2253
527	2515	2249
528	2520	2243
529	2524	2238
530	2528	2233
531	2533	2229
532	2538	2223
533	2542	2219
534	2547	2214
535	2552	2209
536	2556	2204
537	2561	2199
538	2566	2194
539	2570	2189
540	2575	2184
541	2579	2179
542	2583	2174
543	2588	2169
544	2592	2164
545	2597	2159
546	2602	2154
547	2606	2149
548	2610	2144
549	2615	2139
550	2619	2134
551	2624	2129
552	2628	2124
553	2633	2119
554	2637	2114
555	2642	2110
556	2646	2104
557	2650	2099
558	2655	2094
559	2659	2089
560	2663	2084
561	2668	2079
562	2672	2074
563	2677	2069
564	2681	2064
565	2686	2059
566	2691	2055
567	2695	2050
568	2700	2045
569	2705	2040
570	2709	2035
571	2713	2030
572	2718	2025
573	2722	2020
574	2726	2015
575	2731	2010
576	2735	2005
577	2739	2000
578	2744	1995
579	2749	1990
580	2753	1985
581	2757	1980
582	2762	1975
583	2766	1971
584	2771	1966
585	2775	1960
586	2779	1955
587	2784	1951
588	2789	1946
589	2793	1941
590	2798	1936
591	2802	1931
592	2808	1927
593	2812	1922
594	2817	1917
595	2822	1912
596	2826	1908
597	2831	1903
598	2835	1898
599	2839	1893
600	2843	1887
601	2848	1883
602	2852	1878
603	2857	1873
604	2861	1868
605	2866	1863
606	2870	1858
607	2875	1853
608	2879	1848
609	2884	1844
610	2888	1839
611	2893	1834
612	2897	1829
613	2902	1824
614	2906	1819
615	2910	1814
616	2914	1809
617	2919	1804
618	2923	1799
619	2928	1794
620	2932	1789
621	2937	1784
622	2941	1780
623	2946	1775
624	2950	1770
625	2955	1765
626	2960	1761
627	2964	1756
628	2969	1751
629	2973	1746
630	2978	1741
631	2982	1736
632	2987	1731
633	2991	1727
634	2996	1722
635	3001	1717
636	3005	1712
637	3010	1707
638	3014	1702
639	3018	1697
640	3022	1692
641	3026	1687
642	3030	1682
643	3035	1677
644	3040	1673
645	3044	1668
646	3049	1663
647	3053	1658
648	3058	1654
649	3063	1649
650	3067	1644
651	3072	1640
652	3077	1635
653	3081	1630
654	3086	1625
655	3090	1620
656	3095	1615
657	3099	1611
658	3104	1606
659	3108	1601
660	3114	1597
661	3118	1592
662	3123	1587
663	3127	1582
664	3132	1578
665	3136	1573
666	3141	1568
667	3145	1563
668	3150	1558
669	3155	1554
670	3159	1549
671	3164	1544
672	3168	1539
673	3172	1534
674	3177	1529
675	3181	1524
676	3186	1520
677	3190	1515
678	3195	1510
679	3200	1506
680	3204	1501
681	3209	1496
682	3214	1491
683	3218	1487
684	3223	1482
685	3228	1477
686	3232	1472
687	3236	1467
688	3241	1463
689	3245	1458
690	3250	1453
691	3254	1448
692	3258	1443
693	3263	1438
694	3267	1433
695	3272	1429
696	3276	1424
697	3280	1419
698	3285	1414
699	3289	1409
700	3294	1405
701	3298	1400
702	3302	1395
703	3307	1390
704	3311	1385
705	3316	1380
706	3320	1376
707	3325	1371
708	3329	1366
709	3334	1361
710	3338	1357
711	3342	1352
712	3347	1347
713	3352	1342
714	3356	1337
715	3361	1333
716	3366	1328
717	3370	1323
718	3374	1318
719	3379	1314
720	3384	1309
721	3388	1304
722	3393	1300
723	3398	1295
724	3403	1290
725	3407	1286
726	3412	1281
727	3416	1276
728	3421	1271
729	3425	1267
730	3430	1262
731	3434	1257
732	3439	1252
733	3443	1247
734	3448	1243
735	3452	1238
736	3456	1233
737	3461	1228
738	3465	1224
739	3470	1219
740	3475	1214
741	3479	1209
742	3484	1205
743	3488	1200
744	3493	1195
745	3497	1190
746	3501	1186
747	3506	1181
748	3511	1176
749	3515	1171
750	3519	1167
751	3524	1162
752	3528	1157
753	3533	1152
754	3537	1148
755	3542	1143
756	3546	1138
757	3550	1133
758	3555	1128
759	3559	1124
760	3564	1119
761	3568	1114
762	3573	1109
763	3578	1105
764	3582	1100
765	3587	1095
766	3591	1091
767	3596	1086
768	3601	1081
769	3605	1077
770	3610	1072
771	3614	1067
772	3619	1062
773	3623	1058
774	3628	1053
775	3632	1048
776	3637	1043
777	3641	1039
778	3646	1034
779	3651	1029
780	3656	1025
781	3660	1020
782	3664	1015
783	3669	1011
784	3674	1006
785	3679	1001
786	3684	997
787	3688	992
788	3692	987
789	3697	982
790	3701	978
791	3705	973
792	3710	968
793	3715	963
794	3720	959
795	3724	954
796	3729	949
797	3734	945
798	3738	940
799	3742	935
800	3747	931
801	3752	926
802	3756	921
803	3760	916
804	3764	911
805	3769	907
806	3773	902
807	3778	897
808	3782	893
809	3787	888
810	3791	883
811	3796	879
812	3800	874
813	3805	869
814	3809	864
815	3814	860
816	3818	855
817	3823	850
818	3828	846
819	3832	841
820	3836	836
821	3841	831
822	3845	827
823	3850	822
824	3855	817
825	3859	813
826	3864	808
827	3869	803
828	3873	799
829	3878	794
830	3883	789
831	3887	784
832	3891	780
833	3896	775
834	3900	770
835	3905	766
836	3909	761
837	3913	756
838	3918	751
839	3922	747
840	3927	742
841	3931	737
842	3936	733
843	3941	728
844	3945	723
845	3949	719
846	3954	714
847	3958	709
848	3963	704
849	3968	700
850	3973	695
851	3977	691
852	3982	686
853	3987	681
854	3992	677
855	3997	672
856	4001	667
857	4005	662
858	4010	658
859	4014	653
860	4019	648
861	4023	644
862	4028	639
863	4032	634
864	4037	630
865	4041	625
866	4046	620
867	4050	615
868	4055	611
869	4067	607
870	4071	603
871	4076	598
872	4080	593
873	4085	588
874	4089	584
875	4093	579
876	4098	574
877	4102	570
878	4107	565
879	4111	560
880	4116	555
881	4121	551
882	4125	546
883	4130	541
884	4134	537
885	4138	532
886	4142	527
887	4147	523
888	4152	518
889	4156	513
890	4160	509
891	4165	504
892	4170	499
893	4174	495
894	4179	490
895	4184	485
896	4188	480
897	4192	476
898	4196	471
899	4201	466
900	4205	462
901	4210	457
902	4214	452
903	4219	448
904	4223	443
905	4227	438
906	4232	433
907	4236	429
908	4240	424
909	4245	419
910	4249	415
911	4253	410
912	4258	405
913	4262	401
914	4266	396
915	4271	391
916	4276	387
917	4280	382
918	4285	377
919	4289	372
920	4294	368
921	4298	363
922	4303	358
923	4307	354
924	4311	349
925	4316	344
926	4320	340
927	4325	335
928	4330	330
929	4335	326
930	4340	321
931	4344	316
932	4349	312
933	4353	307
934	4358	302
935	4362	298
936	4367	293
937	4372	288
938	4376	284
939	4381	279
940	4385	274
941	4390	270
942	4394	265
943	4399	260
944	4403	256
945	4408	251
946	4412	246
947	4416	242
948	4421	237
949	4426	232
950	4431	228
951	4435	223
952	4440	218
953	4444	214
954	4449	209
955	4453	204
956	4457	200
957	4462	195
958	4467	190
959	4471	186
960	4475	181
961	4480	176
962	4485	172
963	4490	167
964	4494	163
965	4498	158
966	4503	153
967	4507	149
968	4512	144
969	4517	139
970	4521	135
971	4526	130
972	4530	125
973	4535	121
974	4539	116
975	4543	111
976	4548	107
977	4552	102
978	4557	97
979	4561	93
980	4566	88
981	4571	83
982	4575	79
983	4579	74
984	4584	69
985	4589	65
986	4594	60
987	4599	55
988	4603	51
989	4607	46
990	4612	41
991	4616	37
992	4621	32
993	4625	27
994	4630	23
995	4634	18
996	4639	13
997	4643	9
998	4648	4
999	4652	0
